Name,Date Added,Year,Last Played,Artist,Genre,Plays
REEL IT IN (Remix) [feat. Gucci Mane],"1/7/19, 11:58 AM",2018,"2/12/19, 5:33 PM",Aminé,Hip-Hop/Rap,10
Reelin' In the Years,"3/14/20, 6:30 PM",1972,,Steely Dan,Rock,
Regrets,"10/29/15, 12:54 AM",1996,,Jay-Z,Rap,
Remedy,"3/3/15, 12:01 AM",2006,"12/11/16, 4:47 PM",Game,Hip-Hop/Rap,
Renegades of Funk,"8/15/17, 10:53 AM",2000,"5/6/18, 5:40 PM",Rage Against the Machine,Alternative,10
Rent Money,"3/10/17, 4:18 PM",2017,"3/10/17, 4:20 PM",Future,Hip-Hop/Rap,1
Represent,"7/2/16, 1:39 PM",1994,"5/12/20, 1:52 PM",Nas,Hip-Hop/Rap,69
Reptilia,"4/1/19, 4:00 PM",2003,,The Strokes,Alternative,
Resonance,"4/23/19, 2:01 AM",2014,,Home,Electronic,
Respect,"6/30/17, 9:45 AM",1994,,The Notorious B.I.G.,Hip-Hop/Rap,
Respect the Game,"12/14/18, 1:39 PM",2018,,Meek Mill,Hip-Hop/Rap,
Resurrection Man,"6/18/20, 9:14 PM",2020,,Lamb of God,Metal,
Return of the Mack,"5/31/16, 7:17 PM",1996,"11/24/19, 5:03 PM",Mark Morrison,Pop,14
Return Of The North Star,"10/21/15, 8:55 PM",2009,,Raekwon,Rap,
Return of the Northstar (feat. Papu Wu),"10/25/16, 3:57 PM",2009,"11/16/16, 9:49 PM",Raekwon,Hip-Hop/Rap,1
Reverse (feat. G-Eazy),"6/27/18, 8:53 PM",2018,,Vic Mensa,Hip-Hop/Rap,
Rhythm of Love,"4/9/18, 6:31 PM",1988,"4/29/18, 12:22 PM",Scorpions,Rock,1
Rich & Sad,"5/7/18, 7:41 PM",2018,"5/15/18, 6:32 PM",Post Malone,Hip-Hop/Rap,1
Ricky Ticky Toc,"10/29/15, 12:45 AM",2004,"12/10/15, 1:12 AM",Eminem,Rap,1
Ricky Ticky Toc (Bonus Track),"10/25/16, 3:55 PM",2004,,Eminem,Hip-Hop/Rap,
Ridaz,"12/2/16, 12:08 AM",2010,,Eminem,Hip-Hop/Rap,
Ride,"9/3/16, 10:43 AM",2015,"2/3/19, 2:55 PM",twenty one pilots,Alternative,45
Ride the Lightning,"6/22/20, 9:46 PM",1984,"7/14/20, 9:25 PM",Metallica,Metal,1
Rigamortus,"8/12/19, 11:16 AM",2011,"10/1/19, 3:14 PM",Kendrick Lamar,Hip-Hop/Rap,2
Right Above It,"7/6/15, 9:29 PM",,"4/9/20, 5:57 PM",Lil Wayne,,10
Right Back,"5/2/19, 5:39 PM",2019,,Khalid,R&B/Soul,
Right Back,"3/13/17, 11:55 AM",1992,"4/11/18, 5:00 PM",Sublime,Alternative,7
Right Hand 2 God (Bonus Track),"11/24/18, 2:01 PM",2018,,Nipsey Hussle,Hip-Hop/Rap,
The Ringer,"9/22/18, 1:50 AM",2018,"9/15/19, 4:57 PM",Eminem,Hip-Hop/Rap,2
Riot,"7/14/19, 2:49 PM",2019,,Jaden,Hip-Hop/Rap,
RIP,"7/6/15, 10:15 PM",,"1/26/17, 10:23 AM",Young Jeezy,,10
Riptide,"2/17/18, 9:52 PM",2013,"2/20/18, 10:48 AM",Vance Joy,Alternative,1
River,"9/17/18, 1:06 PM",2015,,Leon Bridges,R&B/Soul,
River In the Road,"4/13/17, 7:57 PM",2007,"7/11/17, 7:43 AM",Queens of the Stone Age,Rock,1
Rivers of Babylon,"3/13/17, 11:55 AM",1992,"7/24/20, 2:54 PM",Sublime,Alternative,50
Road to Zion,"9/4/16, 10:25 AM",2005,"2/10/18, 3:52 PM","Damian ""Jr. Gong"" Marley",Reggae,6
RoboCop,"10/21/15, 9:33 PM",2008,"3/8/16, 10:56 AM",Kanye West,Rap,3
Rock 'N' Roll Children,"5/27/19, 11:57 AM",1985,,Dio,Metal,
Rock and Roll,"4/27/17, 1:31 AM",1971,"2/24/19, 3:50 PM",Led Zeppelin,Rock,1
Rock You Like a Hurricane,"5/19/17, 7:40 PM",1984,"3/12/20, 11:54 AM",Scorpions,Soundtrack,54
Rock'n Me,"10/28/15, 10:35 PM",1978,"8/15/18, 5:15 PM",Steve Miller Band,Rock,26
Rocket Queen,"4/17/17, 1:59 PM",1987,"3/6/18, 3:16 PM",Guns N' Roses,Rock,1
rockstar (feat. 21 Savage),"5/7/18, 7:41 PM",2017,,Post Malone,Hip-Hop/Rap,
Rollin (Bonus Track),"11/30/18, 11:48 PM",2015,"12/2/18, 7:20 PM",G Herbo,Rap,1
Rollin (feat. Future & Khalid),"12/27/17, 12:57 PM",2017,"4/16/19, 4:04 PM",Calvin Harris,Dance,30
Rollin' (Air Raid Vehicle),"3/25/19, 8:29 PM",2000,,Limp Bizkit,Hard Rock,
Ronald Reagan Era,"8/12/19, 11:16 AM",2011,"10/9/18, 11:01 AM",Kendrick Lamar,Hip Hop/Rap,
Rooster,"12/13/19, 1:48 PM",1992,"12/13/19, 1:55 PM",Alice In Chains,Hard Rock,1
Rosa Parks,"9/29/16, 12:16 PM",1998,"7/4/17, 9:03 PM",Outkast,Hip-Hop/Rap,1
Roses,"1/3/16, 3:05 AM",,"7/14/18, 3:52 PM",The Chainsmokers,,10
Roses,"10/15/15, 5:56 PM",2005,"10/4/16, 3:09 PM",Kanye West,Rap,9
Roses,"10/25/16, 4:54 PM",2005,"6/27/17, 4:40 PM",Kanye West,Hip-Hop/Rap,12
Roses,"7/7/15, 10:34 PM",,"12/13/16, 3:52 PM",Outkast,,9
Round and Round,"6/20/19, 6:05 PM",1984,,Ratt,Hard Rock,
Roundabout,"3/5/20, 12:50 PM",1971,,Yes,Rock,
Routes (feat. Chuck Billy),"5/31/20, 10:31 PM",,,Lamb of God,Metal,
Royals,"9/10/16, 12:04 AM",2013,"6/15/18, 1:42 PM",Lorde,Alternative,7
Rubber Band Man,"3/30/18, 10:54 AM",2003,"5/28/18, 9:27 PM",T.I.,Rap,1
Ruff Ryder Anthem,"7/6/15, 8:19 PM",,"8/3/17, 3:58 PM",DMX,,11
Run It Up (feat. Lil Wayne),"1/19/18, 5:40 PM",2017,"1/19/18, 6:30 PM",Dame D.O.L.L.A.,Hip-Hop/Rap,1
Run Through the Jungle,"2/7/17, 2:57 AM",1970,"2/9/17, 12:52 PM",Creedence Clearwater Revival,Rock,1
Run to the Hills (2015 Remastered Version),"10/30/18, 9:14 PM",1982,"5/19/20, 2:11 PM",Iron Maiden,Metal,28
"Run, Pig, Run","4/13/17, 7:57 PM",2007,,Queens of the Stone Age,Rock,
Runaround Sue,"12/9/18, 9:09 PM",2000,"12/12/19, 12:11 PM",Dion,Pop,23
Runaway,"6/13/18, 9:33 PM",2018,"6/22/18, 12:07 PM",Ramin Djawadi,Soundtrack,1
Runaway (feat. Pusha T),"10/14/15, 9:32 PM",2010,"12/27/15, 12:24 PM",Kanye West & Pusha T,Hip-Hop/Rap,1
Runnin,"1/12/19, 3:58 PM",2018,"3/16/19, 3:53 PM","Mike WiLL Made-It, A$AP Rocky, A$AP Ferg & Nicki Minaj",Hip-Hop/Rap,32
Runnin',"3/5/15, 12:25 PM",2005,"6/27/17, 10:25 AM",The Game,Hip Hop/Rap,1
Running Joke,"4/13/17, 7:57 PM",2007,"6/28/17, 10:00 AM",Queens of the Stone Age,Rock,1
Ryda (feat. DeJ Loaf),"11/24/15, 3:01 PM",2015,"11/25/15, 6:15 PM",The Game,Hip-Hop/Rap,1
Sacred Heart,"5/27/19, 12:57 PM",1985,,Dio,Metal,
Sacrifices (feat. 2 Chainz & Young Thug),"5/31/17, 1:58 AM",2017,"8/6/18, 4:46 PM",Drake,Hip-Hop/Rap,1
Safari Song,"9/28/18, 9:55 PM",2017,"8/30/19, 7:12 PM",Greta Van Fleet,Rock,2
Same Bitches (feat. G-Eazy & YG),"5/7/18, 7:41 PM",2018,"10/12/18, 11:49 PM",Post Malone,Hip-Hop/Rap,3
Same In the End,"2/4/17, 8:30 AM",1996,"2/10/20, 2:15 PM",Sublime,Alternative,60
Same Old Song and Dance,"7/7/17, 10:18 AM",1974,"12/2/19, 4:29 PM",Aerosmith,Hard Rock,31
San Andreas Theme Song,"2/1/15, 11:47 PM",2005,"10/9/15, 10:33 AM",Young Maylay,Hip Hop/Rap,20
Sandra's Rose,"6/29/18, 9:45 AM",2018,"6/30/18, 6:19 PM",Drake,Hip-Hop/Rap,1
Santeria,"5/11/12, 8:56 PM",1996,"8/15/20, 2:04 PM",Sublime,Alternative,315
Sassafras Roots,"3/14/17, 11:52 PM",1994,"6/27/17, 8:27 AM",Green Day,Alternative,1
Saturday Night's Alright for Fighting,"11/8/17, 12:45 PM",1973,"6/13/20, 1:20 PM",Elton John,Rock,19
Saturday Nights,"5/2/19, 5:39 PM",2018,,Khalid,R&B/Soul,
Say A',"5/26/18, 11:51 AM",2017,"1/31/20, 8:53 AM",A Boogie wit da Hoodie,Hip-Hop/Rap,25
Say Hey (I Love You) [feat. Cherine Anderson],"4/16/17, 4:14 PM",2008,"6/8/19, 4:16 PM",Cherine Anderson & Michael Franti & Spearhead,Reggae,2
Say It Ain't So,"3/22/18, 12:03 AM",1994,"8/22/20, 2:21 PM",Weezer,Pop,96
Say Less (feat. G-Eazy),"8/12/18, 1:48 AM",2017,,Dillon Francis,Dance,
Say That Then,"1/6/15, 11:15 PM",,"11/21/16, 6:02 PM",Problem,,56
Say That Then (feat. Glasses Malone),"12/27/16, 2:05 AM",2013,"5/19/18, 3:33 PM",Problem,Rap,7
Say You Will,"10/21/15, 9:29 PM",2008,"11/8/15, 12:14 AM",Kanye West,Rap,1
Scar Tissue,"6/30/16, 2:50 PM",1999,"3/22/20, 4:10 PM",Red Hot Chili Peppers,Alternative,40
Scared Now,"10/16/15, 6:23 PM",2012,"2/26/17, 5:38 PM",The Game Feat. Meek Mill,Rap,3
Scared Now (feat. Meek Mill),"5/31/17, 8:24 PM",2012,"7/14/18, 5:13 PM",The Game,Hip-Hop/Rap,2
Scarlet Begonias,"3/13/17, 11:55 AM",1992,"3/12/20, 4:12 PM",Sublime,Alternative,73
Scary Little Green Men,"2/24/20, 10:58 AM",2020,,Ozzy Osbourne,Metal,
School Spirit,"10/15/15, 6:21 PM",2004,,Kanye West,Rap,
School Spirit,"10/25/16, 4:55 PM",2004,"6/2/18, 8:06 PM",Kanye West,Hip-Hop/Rap,23
School Spirit Skit 1,"10/15/15, 6:21 PM",2004,"10/23/15, 9:20 PM",Kanye West,Rap,1
School Spirit Skit 1,"10/25/16, 4:55 PM",2004,"4/19/19, 1:45 AM",Kanye West,Pop,2
School Spirit Skit 2,"10/15/15, 6:23 PM",2004,,Kanye West,Rap,
The Score,"3/26/20, 4:55 PM",1996,,Fugees,Hip-Hop/Rap,
Scrape,"3/10/17, 5:18 PM",2017,"6/11/18, 1:59 PM",Future,Hip-Hop/Rap,4
Scream On Em,"3/3/15, 12:01 AM",2006,"8/10/15, 2:42 PM",Game,Hip-Hop/Rap,
Sea of Love,"1/19/16, 1:36 PM",,"1/20/16, 12:25 AM",Phil Philips,,1
The Season / Carry Me,"5/17/16, 12:16 AM",2016,"3/2/17, 8:14 AM",Anderson .Paak,R&B/Soul,10
Seasons,"2/23/18, 10:08 AM",2018,"2/24/18, 1:17 PM","Mozzy, Sjava, Reason",Hip-Hop/Rap,1
Seduction,"12/2/16, 12:08 AM",2010,,Eminem,Hip-Hop/Rap,
See Me Fall (feat. Kensei Abbot),"11/5/16, 7:00 PM",2017,"11/25/19, 3:57 PM",Ro Ransom,Hip-Hop/Rap,25
"See Me Now (feat. Beyoncé, Charlie Wilson & Big Sean) [Bonus Track]","10/14/15, 10:32 PM",2010,,"Kanye West, Beyoncé, Charlie Wilson & Big Sean",Hip Hop/Rap,
See No Evil,"10/16/15, 6:28 PM",2012,"1/12/17, 1:26 PM",The Game Feat. Kendrick Lamar & Tank,Rap,1
See No Evil (feat. Kendrick Lamar & Tank),"5/31/17, 7:24 PM",2012,"6/27/17, 7:08 AM",The Game,Hip-Hop/Rap,2
See You Again,"7/6/15, 9:21 PM",,"7/16/15, 12:51 PM",Wiz Khalifa,,2
See You Again (feat. Kali Uchis),"1/9/19, 7:55 PM",2017,,"Tyler, The Creator",Hip-Hop/Rap,
See You In My Nightmare,"10/21/15, 9:35 PM",2008,"2/2/16, 4:55 PM",Kanye West,Rap,1
Seed,"2/4/17, 8:30 AM",1996,"4/6/20, 12:46 PM",Sublime,Alternative,39
The Seeker,"2/24/17, 3:17 PM",1970,"8/20/18, 5:53 PM",The Who,Rock,14
Seen It All (feat. JAY Z),"3/4/15, 8:22 PM",2014,"3/15/18, 3:59 PM",Jeezy,Hip-Hop/Rap,58
Self,"5/2/19, 5:39 PM",2019,,Khalid,R&B/Soul,
Self Esteem,"5/20/17, 1:03 AM",1994,"6/27/20, 3:23 PM",The Offspring,Rock,125
Semi-Charmed Life,"5/30/20, 2:03 AM",1997,,Third Eye Blind,Alternative,
Send Her My Love,"4/29/20, 9:26 PM",1983,,Journey,Rock,
Send Me an Angel,"4/9/18, 6:31 PM",1990,,Scorpions,Rock,
September,"3/26/20, 4:56 PM",1978,,"Earth, Wind & Fire",Rock,
Session One (feat. Slaughterhouse),"12/2/16, 12:08 AM",2010,"2/10/18, 4:12 PM",Eminem,Hip-Hop/Rap,1
Seven Nation Army,"6/29/17, 10:04 AM",2003,"10/5/18, 11:19 PM",The White Stripes,Alternative,10
Sex Skit,"10/15/15, 8:02 PM",2015,"10/16/15, 8:32 AM",The Game,Hip-Hop/Rap,1
Shabba (feat. A$AP Rocky),"4/15/15, 8:57 PM",2013,"6/18/19, 8:26 PM",A$AP Ferg,Hip Hop/Rap,70
Shake That,"7/7/15, 11:06 PM",2005,"8/21/20, 3:02 PM",Eminem,Hip-Hop/Rap,8
Shallow,"6/20/19, 6:17 PM",2018,,Lady Gaga & Bradley Cooper,Soundtrack,
She,"3/14/17, 11:52 PM",1994,"12/18/19, 12:49 PM",Green Day,Alternative,5
She Knows (feat. Amber Coffman & Cults),"6/2/17, 12:18 AM",2013,,J. Cole,Hip-Hop/Rap,
She's a Rebel,"3/14/17, 11:52 PM",2004,"10/17/18, 5:18 PM",Green Day,Alternative,4
Sherane A.K.A Master Splinter’s Daughter,"3/7/15, 11:12 PM",2013,"7/15/15, 5:31 PM",Kendrick Lamar,Hip Hop/Rap,
Shimmy Shimmy Ya,"8/9/16, 1:50 PM",1995,"3/6/18, 4:26 PM",Ol' Dirty Bastard,Hip-Hop/Rap,7
Shoegaze,"10/14/19, 10:05 PM",2015,,Alabama Shakes,Alternative,
"Shook Ones, Pt. II","7/7/15, 10:44 PM",1995,"7/6/17, 6:49 AM",Mobb Deep,Hip Hop/Rap,15
Shoot,"7/10/18, 7:52 PM",2017,"5/8/19, 5:52 PM",BlocBoy JB,Hip-Hop/Rap,8
Shoota (feat. Expensive Melodies),"1/19/18, 5:40 PM",2017,"1/19/18, 6:32 PM",Dame D.O.L.L.A.,Hip-Hop/Rap,1
Shooting Stars,"10/12/19, 2:44 PM",2008,,Bag Raiders,Alternative,
Short Change Hero,"8/9/16, 3:42 PM",2009,"5/9/18, 1:43 PM",The Heavy,Rock,8
The Show Goes On,"3/4/15, 4:40 PM",2011,"2/6/18, 10:59 AM",Lupe Fiasco,Hip Hop/Rap,41
Show Out,"10/14/15, 10:18 PM",2004,"11/28/15, 11:20 AM",Akon,R&B/Soul,2
Shut 'Em Down,"8/3/15, 9:35 PM",2001,,Public Enemy,Hip-Hop/Rap,
"Sick, Sick, Sick","4/13/17, 7:57 PM",2007,"2/24/18, 12:14 PM",Queens of the Stone Age,Rock,1
SICKO MODE,"10/20/18, 2:00 PM",2018,"1/18/19, 7:16 PM",Travis Scott,Hip-Hop/Rap,2
Silent Lucidity,"8/31/19, 1:31 AM",2000,,Queensrÿche,Hard Rock,
Simon Says,"2/7/15, 1:37 PM",,"6/10/18, 4:44 PM",Pharahoe Monch,,12
Simple As...,"10/15/15, 5:42 PM",2009,,Kid Cudi,Rap,
Simple As...,"3/15/17, 12:24 AM",2009,,Kid Cudi,Hip-Hop/Rap,
Simple Things,"6/19/18, 3:21 PM",2018,"9/24/19, 2:26 PM",Nas,Hip-Hop/Rap,2
The Sin and the Sentence,"7/24/20, 8:12 PM",2017,,Trivium,Metal,
Since I've Been Loving You,"2/24/19, 4:32 PM",1970,,Led Zeppelin,Rock,
Since Way Back (feat. PARTYNEXTDOOR),"5/31/17, 2:58 AM",2017,,Drake,Hip-Hop/Rap,
"Sing About Me, I'm Dying of Thirst","3/7/15, 11:12 PM",2013,"5/29/17, 4:16 PM",Kendrick Lamar,Hip Hop/Rap,2
(Sittin' On) The Dock of the Bay,"8/13/19, 11:08 PM",1968,"2/28/20, 6:19 PM",Otis Redding,R&B/Soul,15
"Sitting, Waiting, Wishing","7/23/17, 5:37 PM",2005,"6/10/18, 3:41 PM",Jack Johnson,Rock,6
Skepta Interlude,"5/31/17, 1:58 AM",2017,,Drake,Hip-Hop/Rap,
Skit #1,"10/15/15, 5:54 PM",2005,"11/4/15, 2:46 PM",Kanye West,Rap,1
Skit #2,"10/15/15, 5:57 PM",2005,,Kanye West,Rap,
Skit #3,"10/15/15, 5:59 PM",2005,"11/16/15, 3:07 AM",Kanye West,Rap,2
Skit #4,"10/15/15, 6:00 PM",2005,,Kanye West,Rap,
Sky Might Fall,"10/15/15, 5:45 PM",2009,"7/9/16, 11:39 AM",Kid Cudi,Rap,4
Sky Might Fall,"3/14/17, 11:24 PM",2009,,Kid Cudi,Hip-Hop/Rap,
Sky Walker (feat. Travis Scott),"12/31/17, 1:47 PM",2017,"1/31/18, 11:57 AM",Miguel,R&B/Soul,4
Slave Mill,"5/28/18, 12:50 AM",2017,,"Damian ""Jr. Gong"" Marley",Reggae,
SLAY (feat. Quavo),"8/11/18, 2:24 PM",2018,,YG,Hip-Hop/Rap,
Slide (feat. Blueface & Lil Tjay),"2/15/20, 10:39 PM",2019,"2/15/20, 2:31 PM",French Montana,Hip-Hop/Rap,1
Slide (feat. Frank Ocean & Migos),"12/27/17, 12:01 PM",2017,"10/5/19, 3:31 PM",Calvin Harris,Dance,26
Slow Down,"1/6/15, 11:14 PM",,"2/9/18, 12:34 PM",Clyde Carson,,75
Slow Jamz,"10/15/15, 6:08 PM",2004,,Kanye West,Rap,
Slow Jamz (feat. Kanye West & Jamie Foxx),"10/25/16, 3:55 PM",2003,,Twista,Hip-Hop/Rap,
Slow Ride (Single Version),"2/12/17, 11:36 AM",1975,"7/14/18, 4:41 PM",Foghat,Rock,23
Slum Anthem,"2/7/15, 1:38 PM",,"7/16/15, 3:11 PM",K Camp,,3
Slum Anthem,"2/7/15, 1:38 PM",,"7/16/15, 2:11 PM",K Camp,,3
Smells Like Teen Spirit,"4/17/17, 11:51 PM",1991,"9/14/19, 6:00 PM",Nirvana,Alternative,21
Smile (feat. Gloria Carter),"7/17/17, 9:50 PM",2017,"2/10/18, 4:04 PM",JAY-Z,Hip-Hop/Rap,2
Smoke Again (feat. Ab-Soul),"6/27/19, 10:32 PM",2013,,Chance the Rapper,Hip-Hop/Rap,
Smoke Two Joints,"3/13/17, 10:55 AM",1992,"7/27/17, 1:57 PM",Sublime,Alternative,5
Smooth (feat. Rob Thomas),"11/26/18, 4:40 PM",1999,"7/24/20, 2:33 PM",Santana,Rock,48
Snow (Hey Oh),"8/9/16, 4:45 PM",2006,"2/25/20, 9:32 PM",Red Hot Chili Peppers,Alternative,87
So a Child May Follow,"5/28/18, 12:50 AM",2017,,"Damian ""Jr. Gong"" Marley",Reggae,
"So Appalled (feat. Jay-Z, Pusha T, Prynce Cy Hi, Swizz Beatz & RZA)","10/14/15, 10:32 PM",2010,,"Kanye West, JAY Z, Pusha T, Prynce Cy Hi, Swizz Beatz & RZA",Hip Hop/Rap,
So Bad,"12/2/16, 12:08 AM",2010,,Eminem,Hip-Hop/Rap,
"So Fresh, So Clean","7/7/15, 10:33 PM",,"1/16/19, 9:44 PM",Outkast,,6
Solo Dolo (Nightmare),"10/15/15, 5:42 PM",2009,,Kid Cudi,Rap,
Solo Dolo (Nightmare),"10/25/16, 3:56 PM",2009,,Kid Cudi,Hip-Hop/Rap,
Some Girls,"3/17/20, 1:07 AM",1978,,The Rolling Stones,Rock,
Some Might Say (Remastered),"2/7/17, 1:00 PM",1995,"1/23/20, 3:24 PM",Oasis,Alternative,58
Somebody Else,"7/14/19, 1:49 PM",2019,,Jaden,Hip-Hop/Rap,
Somebody to Love,"4/3/19, 11:04 AM",1976,,Queen,Rock,
Someday Never Comes,"2/7/17, 3:57 AM",1972,,Creedence Clearwater Revival,Rock,
Something 2 Dance 2,"5/11/20, 10:15 PM",1988,,N.W.A.,Hip-Hop/Rap,
Something Like That,"5/11/20, 10:15 PM",1988,,N.W.A.,Hip-Hop/Rap,
Sometimes...,"1/9/19, 8:55 PM",2017,,"Tyler, The Creator",Hip-Hop/Rap,
Somewhere Over the Rainbow,"9/11/18, 1:05 AM",1990,"4/19/20, 4:26 PM",Israel Kamakawiwo'ole,Worldwide,8
Song for No One,"11/27/18, 11:48 PM",2009,"10/18/19, 11:47 AM",Miike Snow,Alternative,14
The Song Remains the Same,"3/1/19, 5:52 PM",1973,,Led Zeppelin,Rock,
Sonny's Missing,"10/25/16, 3:57 PM",2009,"1/19/17, 6:44 PM",Raekwon,Hip-Hop/Rap,1
Sonny's Missing,"10/21/15, 8:56 PM",2009,"1/29/16, 12:57 PM",Raekwon,Rap,2
"Sorry, Blame It On Me","7/7/16, 11:39 PM",2006,"5/12/17, 10:59 PM",Akon,Hip-Hop/Rap,9
Soul Food,"10/16/15, 5:30 PM",2014,"10/21/15, 12:29 PM",Logic,Dance & House,2
Soulshine,"4/5/20, 1:26 PM",1990,"5/25/20, 11:21 AM",The Allman Brothers Band,Rock,3
Sound & Color,"10/14/19, 10:05 PM",2015,,Alabama Shakes,Alternative,
The Sound of Silence,"10/12/19, 2:49 PM",2015,,Disturbed,Hard Rock,
Soundtrack 2 My Life,"10/15/15, 5:41 PM",2009,"2/19/17, 4:47 PM",Kid Cudi,Rap,22
Soundtrack 2 My Life,"10/25/16, 3:56 PM",2009,"2/21/20, 3:58 PM",Kid Cudi,Hip-Hop/Rap,58
Southern Nights,"8/2/18, 9:54 PM",1977,"2/28/20, 6:22 PM",Glen Campbell,Country,51
Space Bound,"9/26/18, 4:58 PM",2010,"1/16/19, 10:31 PM",Eminem,Hip-Hop/Rap,1
Space Bound,"7/7/15, 10:06 PM",2010,"5/8/18, 7:06 PM",Eminem,Hip Hop/Rap,5
Space Oddity,"1/31/17, 8:42 PM",2016,"2/18/17, 3:50 PM",Lady Heroine,Rock,1
Spaceship,"10/15/15, 6:05 PM",2004,"4/20/16, 3:01 PM",Kanye West,Rap,3
Spaceship (feat. GLC & Consequence),"10/25/16, 3:55 PM",2004,,Kanye West,Hip-Hop/Rap,
Speak Life,"5/28/18, 12:50 AM",2017,,"Damian ""Jr. Gong"" Marley",Reggae,
Special,"3/5/15, 12:25 PM",2005,"3/22/16, 4:29 PM",Game,,3
Special Delivery (P. Diddy Extended Club Mix),"2/18/14, 5:16 PM",2001,"11/9/16, 10:41 PM",G. Dep,Hip-Hop/Rap,3
Spend Some Time,"10/29/15, 12:40 AM",2004,,Eminem,Rap,
"Spend Some Time (feat. Obie Trice, Stat Quo & 50 Cent)","10/25/16, 3:55 PM",2004,,Eminem,Hip-Hop/Rap,
Spiderwebs,"2/12/17, 11:41 AM",1995,"5/24/18, 1:50 PM",No Doubt,Alternative,5
Spiderwebs,"3/28/18, 8:51 PM",1995,"11/28/19, 4:31 PM",No Doubt,Pop,31
Spirit In the Sky,"1/31/17, 9:34 PM",1969,"5/7/18, 5:33 PM",Norman Greenbaum,Rock,7
The Spirit of Radio,"12/26/18, 3:17 PM",1980,"5/9/20, 1:41 PM",Rush,Rock,27
The Spiteful Chant (feat. Schoolboy Q),"7/6/15, 10:13 PM",2011,"2/22/19, 8:06 PM",Kendrick Lamar,Hip-Hop/Rap,37
"Splash Warning (feat. Future, Roddy Ricch and Young Thug)","12/14/18, 12:39 PM",2018,"12/14/18, 1:15 PM",Meek Mill,Hip-Hop/Rap,1
Spoil My Night (feat. Swae Lee),"5/7/18, 8:41 PM",2018,"7/25/19, 9:08 PM",Post Malone,Hip-Hop/Rap,2
St. Brick Intro,"12/23/16, 12:58 AM",2016,"3/13/17, 3:03 PM",Gucci Mane,Hip-Hop/Rap,12
St. Tropez,"10/21/15, 9:43 PM",2014,,J. Cole,Rap,
St. Tropez,"11/1/16, 8:37 PM",2014,"6/10/18, 4:54 PM",J. Cole,Hip-Hop/Rap,2
Stacy,"7/17/19, 3:44 PM",2015,,Shag Rock,Alternative,
Stairway to Heaven,"1/31/17, 9:54 PM",1971,"7/12/20, 8:09 PM",Led Zeppelin,Rock,65
Stan,"3/10/15, 10:15 PM",,"9/7/17, 9:22 PM",Eminem ft. Dido,Hip Hop/Rap,6
Stan (feat. Dido),"8/31/19, 12:26 AM",1999,,Eminem,Hip-Hop/Rap,1
Stand By Me,"6/30/16, 2:53 PM",1961,"8/11/20, 11:47 AM",Ben E. King,R&B/Soul,36
Stand By Me,"2/7/15, 1:40 PM",,"6/19/16, 11:12 AM",Ben E. King,,17
Stand by Me,"4/26/19, 10:38 PM",2019,"10/17/19, 5:23 PM",Weezer,Alternative,4
Stand For,"1/6/15, 11:50 PM",2014,"7/11/18, 5:26 PM",Ty Dolla $ign,Hip-Hop,49
Stand Up and Shout,"5/27/19, 12:57 PM",1983,,Dio,Metal,
Standing On Ferraris (feat. Diddy),"10/8/15, 9:28 PM",2015,"6/15/17, 1:04 PM",The Game,Hip Hop/Rap,5
Star67,"10/15/15, 5:29 PM",2015,"4/20/16, 3:15 PM",Drake,Rap,2
Start from Scratch,"6/18/17, 12:47 PM",2005,"6/27/17, 11:20 AM",Game,,1
Status Symbol 3 (feat. Buddy),"11/24/18, 3:01 PM",2018,,Nipsey Hussle,Hip-Hop/Rap,
Stay,"5/7/18, 7:41 PM",2018,"9/11/18, 12:23 AM",Post Malone,Hip-Hop/Rap,7
Stay High,"7/6/15, 8:50 PM",,"12/23/16, 9:48 PM",Tove Lo,,3
Step Up (feat. Dej Loaf & Sha Sha),"10/8/15, 9:28 PM",2015,"6/15/17, 12:54 PM",The Game,Hip Hop/Rap,4
Stepping Stone,"9/22/18, 1:50 AM",2018,,Eminem,Hip-Hop/Rap,
Still D.R.E. (feat. Snoop Dogg),"6/29/17, 9:46 AM",1999,,Dr. Dre,Hip-Hop/Rap,
Still Dre,"7/7/15, 11:30 PM",,"10/9/16, 3:36 PM",Dr. Dre,,4
Still Fly,"7/31/16, 8:48 PM",2002,"10/31/16, 6:27 PM",Big Tymers,Hip-Hop/Rap,10
Still Loving You,"4/9/18, 6:31 PM",1984,,Scorpions,Hard Rock,
Stillborn,"4/17/17, 3:01 PM",2003,"6/14/20, 3:48 PM",Black Label Society,Hard Rock,52
Stormbringer,"5/13/19, 12:11 AM",1974,"5/30/19, 7:14 PM",Deep Purple,Hard Rock,3
Story of My Life,"4/22/17, 5:22 PM",1990,"2/11/19, 3:52 PM",Social Distortion,Rock,35
The Story of O.J.,"7/17/17, 9:50 PM",2017,"6/11/19, 8:24 PM",JAY-Z,Hip-Hop/Rap,20
Straight Outta Compton,"5/11/20, 10:15 PM",1988,"5/13/20, 1:00 PM",N.W.A.,Hip-Hop/Rap,1
Straight Outta Compton,"1/12/12, 10:57 PM",1988,"12/3/16, 5:11 PM",N.W.A.,Hip Hop/Rap,16
Straight Through the Heart,"5/27/19, 12:57 PM",2000,,Dio,Metal,
Straight to Hell,"2/24/20, 10:58 AM",2019,,Ozzy Osbourne,Metal,
